id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
pathvqa_032507,pathvqa,test,pathvqa_032507.jpg,do these nests correspond to extent of metabolic pathway followed adh = alcohol dehydrogenase ; aldh or acdh = hepatic acetaldehyde dehydrogenase ; nad = nicotinamide adenine dinucleotide ; nadh = reduced nad?,no,Yes/No,yes,no,yes,gastrointestinal,B,english,A) yes B) no C) yes D) gastrointestinal
pathvqa_032511,pathvqa,test,pathvqa_032511.jpg,"was focal anaplasia present in other areas within this wilms tumor, characterized by cells with hyperchromatic, pleomorphic nuclei, and an abnormal mitosis center of field?",yes,Modality,Yes,yes,extremities,lung,B,english,A) Yes B) yes C) extremities D) lung
pathvqa_032526,pathvqa,test,pathvqa_032526.jpg,are glomeruli normocellular?,yes,Yes/No,yes,Lower Right Lobe,the plasma membrane of the host cell,Yes,A,english,A) yes B) Lower Right Lobe C) the plasma membrane of the host cell D) Yes
pathvqa_032541,pathvqa,test,pathvqa_032541.jpg,do the glomeruli show periglomerular fibrosis?,yes,Yes/No,no,T2,chronic myelogenous leukemia in blast crisis,yes,D,english,A) no B) T2 C) chronic myelogenous leukemia in blast crisis D) yes
pathvqa_032561,pathvqa,test,pathvqa_032561.jpg,what does the upper pole of the kidney show?,a large and tan mass,What,Head,yes,a large and tan mass,Irregular,C,english,A) Head B) yes C) a large and tan mass D) Irregular
pathvqa_032565,pathvqa,test,pathvqa_032565.jpg,how does sectioned surface show?,irregular,How,colon,irregular,yes,no,B,english,A) colon B) irregular C) yes D) no
pathvqa_032569,pathvqa,test,pathvqa_032569.jpg,what is there of small round to spindled sarcomatoid tumour cells?,predominance,What,shortening and blunting of the villi,gastrointestinal,predominance,0,C,english,A) shortening and blunting of the villi B) gastrointestinal C) predominance D) 0
pathvqa_032578,pathvqa,test,pathvqa_032578.jpg,what does not occur in the absence of appropriate t-cell-mediated immunity?,granulomatous host response,What,the majority of triple-negative cancers,with intercellular bridges and nests of keratin (arrow),no,granulomatous host response,D,english,A) the majority of triple-negative cancers B) with intercellular bridges and nests of keratin (arrow) C) no D) granulomatous host response
pathvqa_032583,pathvqa,test,pathvqa_032583.jpg,is ziehl-neelsen or afb parallel to the increasing severity of grades?,no,Yes/No,no,yes,pituitary,abdomen,A,english,A) no B) yes C) pituitary D) abdomen
pathvqa_032592,pathvqa,test,pathvqa_032592.jpg,does the anorectal margin show a very large multilocular cyst without papillae?,no,Yes/No,yes,no,these end components of chromosome,yes,B,english,A) yes B) no C) these end components of chromosome D) yes
pathvqa_032596,pathvqa,test,pathvqa_032596.jpg,does rest of the hepatic parenchyma in the upper part of the picture show presence of loculi containing gelatinous mucoid material?,no,Yes/No,no,yes,one,hyperplasia median bar,A,english,A) no B) yes C) one D) hyperplasia median bar
pathvqa_032597,pathvqa,test,pathvqa_032597.jpg,microscopy shows characteristic lining of the cyst wall by epidermis and whose appendages?,its,Modality,its,liver,central area of stellate cells and peripheral layer of cuboidal or columnar cells,yes,A,english,A) its B) liver C) central area of stellate cells and peripheral layer of cuboidal or columnar cells D) yes
pathvqa_032599,pathvqa,test,pathvqa_032599.jpg,how does microscopy show characteristic lining of the cyst wall?,by epidermis and its appendages,How,by epidermis and its appendages,"bone, mandible",no,no,A,english,"A) by epidermis and its appendages B) bone, mandible C) no D) no"
pathvqa_032619,pathvqa,test,pathvqa_032619.jpg,what does the stratum corneum around the hair follicle show?,presence of numerous arthrospores and hyphae,What,yes,abdomen,yes,presence of numerous arthrospores and hyphae,D,english,A) yes B) abdomen C) yes D) presence of numerous arthrospores and hyphae
pathvqa_032628,pathvqa,test,pathvqa_032628.jpg,does the basal layer show hydropic degeneration and loss of dermoepidermal junction?,yes,Yes/No,in small arteries,yes,a thrombosed artery,no,B,english,A) in small arteries B) yes C) a thrombosed artery D) no
vqarad_032635,vqarad,train,vqarad_032635.jpg,which organ system is abnormal in this image?,cardiovascular,Abnormality,no,no,no,cardiovascular,D,english,A) no B) no C) no D) cardiovascular
vqarad_032642,vqarad,train,vqarad_032642.jpg,is this image in the transverse plane?,yes,Yes/No,"Medical treatment, supportive treatment, surgical treatment",surface,yes,coronary artery,C,english,"A) Medical treatment, supportive treatment, surgical treatment B) surface C) yes D) coronary artery"
vqarad_032645,vqarad,train,vqarad_032645.jpg,in which lobe are the lesions?,bilateral frontal lobes,Abnormality,1,2,bilateral frontal lobes,cardiovascular,C,english,A) 1 B) 2 C) bilateral frontal lobes D) cardiovascular
vqarad_032659,vqarad,train,vqarad_032659.jpg,what allows for the bright areas seen in this image?,iv contrast,What,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor","Medical treatment, supportive treatment, surgical treatment",iv contrast,2,C,english,"A) Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor B) Medical treatment, supportive treatment, surgical treatment C) iv contrast D) 2"
vqarad_032689,vqarad,train,vqarad_032689.jpg,where is the embolus located?,distal basilar artery,Where,microscopic examination,distal basilar artery,endocrine,postpartum,B,english,A) microscopic examination B) distal basilar artery C) endocrine D) postpartum
vqarad_032693,vqarad,train,vqarad_032693.jpg,the imaging modality is...?,mri/flair,Modality,Upper Right Lung,1,endocrine,mri/flair,D,english,A) Upper Right Lung B) 1 C) endocrine D) mri/flair
vqarad_032697,vqarad,train,vqarad_032697.jpg,is this an axial cut?,yes,Yes/No,lesion,yes,female reproductive,no,B,english,A) lesion B) yes C) female reproductive D) no
vqarad_032702,vqarad,train,vqarad_032702.jpg,are there more than 5 enlarged (>1 cm) lymph nodes around the stomach,yes,Yes/No,2,no,Heart,yes,D,english,A) 2 B) no C) Heart D) yes
vqarad_032715,vqarad,train,vqarad_032715.jpg,where is the pathology located?,anterior cerebrum,Where,left aca and mca,2,cardiovascular,anterior cerebrum,D,english,A) left aca and mca B) 2 C) cardiovascular D) anterior cerebrum
vqarad_032716,vqarad,train,vqarad_032716.jpg,which region of the brain is impacted?,anterior surface,Modality,yes,anterior surface,no,X-Ray,B,english,A) yes B) anterior surface C) no D) X-Ray
vqarad_032723,vqarad,train,vqarad_032723.jpg,what imaging plane is depicted here?,axial,What,no,MRI,alternate areas,axial,D,english,A) no B) MRI C) alternate areas D) axial
vqarad_032724,vqarad,train,vqarad_032724.jpg,does the gallbladder appear distended?,yes,Yes/No,radiation therapy of the neck region,Upper Right,yes,acute trans-formation bleeding disorder,C,english,A) radiation therapy of the neck region B) Upper Right C) yes D) acute trans-formation bleeding disorder
vqarad_032725,vqarad,train,vqarad_032725.jpg,what is the plane?,axial,What,axial,yes,no,Yes,A,english,A) axial B) yes C) no D) Yes
vqarad_032746,vqarad,train,vqarad_032746.jpg,where is the pathology in this image?,vasculature,Where,vasculature,Chest,muscle,No,A,english,A) vasculature B) Chest C) muscle D) No
vqarad_032766,vqarad,train,vqarad_032766.jpg,are there multiple septations within the cyst?,yes,Yes/No,Chest,gastrointestinal,"Medical treatment, surgical treatment",yes,D,english,"A) Chest B) gastrointestinal C) Medical treatment, surgical treatment D) yes"
vqarad_032778,vqarad,train,vqarad_032778.jpg,is inflammation present at the right conal fascia?,yes,Yes/No,vasculature,no,no,yes,D,english,A) vasculature B) no C) no D) yes
vqarad_032780,vqarad,train,vqarad_032780.jpg,is there evidence of a small bowel obstruction with perforated viscus on this ct?,yes,Yes/No,no,1,gastrointestinal,yes,D,english,A) no B) 1 C) gastrointestinal D) yes
vqarad_032781,vqarad,train,vqarad_032781.jpg,which organ is abnormally large?,spleen,Abnormality,large lipid vacuoles with peripherally displaced nuclei,Symmetrical to the bottom spine,Yes,spleen,D,english,A) large lipid vacuoles with peripherally displaced nuclei B) Symmetrical to the bottom spine C) Yes D) spleen
vqarad_032789,vqarad,train,vqarad_032789.jpg,is there perinephric fat stranding?,yes,Yes/No,hematologic,hematologic,Yes,yes,D,english,A) hematologic B) hematologic C) Yes D) yes
vqarad_032791,vqarad,train,vqarad_032791.jpg,is there evidence of a pneumoperitoneum secondary to a perforation?,yes,Yes/No,pancreas,yes,normal pancreas,CT,B,english,A) pancreas B) yes C) normal pancreas D) CT
vqarad_032808,vqarad,train,vqarad_032808.jpg,is there air in the lesion?,no,Yes/No,Yes,stomach,no,gastrointestinal,C,english,A) Yes B) stomach C) no D) gastrointestinal
vqarad_032819,vqarad,train,vqarad_032819.jpg,how many gallstones are identified?,4,How much/many,No,4,cardiovascular,lung,B,english,A) No B) 4 C) cardiovascular D) lung
vqarad_032825,vqarad,train,vqarad_032825.jpg,are there decreased lung markings in the right upper lung field?,yes,Yes/No,endocrine,yes,Right,amyloid angiopathy r. endocrine,B,english,A) endocrine B) yes C) Right D) amyloid angiopathy r. endocrine
vqarad_032833,vqarad,train,vqarad_032833.jpg,how large is the mass?,5cm,How,yes,with rather obvious infiltrate,no,5cm,D,english,A) yes B) with rather obvious infiltrate C) no D) 5cm
vqarad_032843,vqarad,train,vqarad_032843.jpg,are the kidneys hyper attenuated?,yes,Yes/No,oral,yes,endocrine system,Yes,B,english,A) oral B) yes C) endocrine system D) Yes
vqarad_032847,vqarad,train,vqarad_032847.jpg,what is the size of the lesion,almost entire right side,What,almost entire right side,Lung,no,extremities,A,english,A) almost entire right side B) Lung C) no D) extremities
vqarad_032864,vqarad,train,vqarad_032864.jpg,what type of imaging is this?,xray,What,xray,yes,Heart,cerebellum,A,english,A) xray B) yes C) Heart D) cerebellum
vqarad_032877,vqarad,train,vqarad_032877.jpg,which side is the abnormality on?,right,Abnormality,Yes,cardiovascular,gallstones,right,D,english,A) Yes B) cardiovascular C) gallstones D) right
vqarad_032883,vqarad,train,vqarad_032883.jpg,is there evidence of pneumoperitoneum?,no,Yes/No,gastrointestinal,Yes,no,due to steroid therapy,C,english,A) gastrointestinal B) Yes C) no D) due to steroid therapy
vqarad_032904,vqarad,train,vqarad_032904.jpg,how many ring enhancing lesions can be found in this image?,one,How much/many,due to chronic urolithiasis,one,respiratory,yes,B,english,A) due to chronic urolithiasis B) one C) respiratory D) yes
vqarad_032935,vqarad,train,vqarad_032935.jpg,was this image taken without motion artifact,yes,Modality,joints,yes,5,Yes,B,english,A) joints B) yes C) 5 D) Yes
vqarad_032939,vqarad,train,vqarad_032939.jpg,what is the image plane?,axial,What,no,axial,thymoma,with typical large nodes case which may have been a t-cell lymphoma,B,english,A) no B) axial C) thymoma D) with typical large nodes case which may have been a t-cell lymphoma
vqarad_032945,vqarad,train,vqarad_032945.jpg,what imaging modality is used?,plain film xray,What,no,T2,no,plain film xray,D,english,A) no B) T2 C) no D) plain film xray
vqarad_032959,vqarad,train,vqarad_032959.jpg,how many kidneys are in this image?,2,How much/many,2,yes,endocrine,Yes,A,english,A) 2 B) yes C) endocrine D) Yes
vqarad_032985,vqarad,train,vqarad_032985.jpg,how many masses are there?,one,How much/many,no,one,atrophy,yes,B,english,A) no B) one C) atrophy D) yes
vqarad_032986,vqarad,train,vqarad_032986.jpg,anything abnormal in this image?,no,Abnormality,adrenal,anisonucleosis with irregular nuclear chromatin with prominent nucleoli,fractures,no,D,english,A) adrenal B) anisonucleosis with irregular nuclear chromatin with prominent nucleoli C) fractures D) no
vqarad_032987,vqarad,train,vqarad_032987.jpg,is the gall bladder enlarged?,no,Yes/No,Yes,myxoid degeneration,no,Symmetrical to the bone marrow,C,english,A) Yes B) myxoid degeneration C) no D) Symmetrical to the bone marrow
vqarad_033006,vqarad,train,vqarad_033006.jpg,was iv contrast given to the patient?,yes,Other,yes,endocrine system,lung,Upper Right Lobe,A,english,A) yes B) endocrine system C) lung D) Upper Right Lobe
vqarad_033017,vqarad,train,vqarad_033017.jpg,was this image taken from a superior-most section of the brain?,no,Modality,Center,no,yes,Chest,B,english,A) Center B) no C) yes D) Chest
vqarad_033032,vqarad,train,vqarad_033032.jpg,what type of radiograph is this?,chest radiograph,What,yes,T1,endocrine,chest radiograph,D,english,A) yes B) T1 C) endocrine D) chest radiograph
vqarad_033033,vqarad,train,vqarad_033033.jpg,is this patient rotated?,no,Yes/No,with atherosclerosis and thrombotic occlusion,brain,Yes,no,D,english,A) with atherosclerosis and thrombotic occlusion B) brain C) Yes D) no
vqarad_033041,vqarad,train,vqarad_033041.jpg,is there right hemidiaphragm elevation?,yes,Yes/No,hypopharynx,no,Head,yes,D,english,A) hypopharynx B) no C) Head D) yes
vqarad_033051,vqarad,train,vqarad_033051.jpg,is the heart contour backwards?,yes,Yes/No,yes,organoid pattern of oval tumour cells and abundant amyloid stroma,No,luminal obliteration,A,english,A) yes B) organoid pattern of oval tumour cells and abundant amyloid stroma C) No D) luminal obliteration
vqarad_033053,vqarad,train,vqarad_033053.jpg,what organ is this image of?,brain,What,No,brain,No,endocrine,B,english,A) No B) brain C) No D) endocrine
vqarad_033059,vqarad,train,vqarad_033059.jpg,is this a saggital brain section?,no,Yes/No,Brain,endocrine system,siamese twins,no,D,english,A) Brain B) endocrine system C) siamese twins D) no
vqarad_033072,vqarad,train,vqarad_033072.jpg,what plane of the abdomen is this image?,axial,What,Atelectasis,axial,Yes,Right,B,english,A) Atelectasis B) axial C) Yes D) Right
vqarad_033079,vqarad,train,vqarad_033079.jpg,what organ system is pictured?,the brain,What,breast,a large and tan mass,the brain,yes,C,english,A) breast B) a large and tan mass C) the brain D) yes
vqarad_033091,vqarad,train,vqarad_033091.jpg,any abnormal findings in the lower lung fields?,no,Abnormality,appendicitis,yes,no,areas of tissue loss and residual gliosis,C,english,A) appendicitis B) yes C) no D) areas of tissue loss and residual gliosis
vqarad_033093,vqarad,train,vqarad_033093.jpg,what type of plane is this image of?,axial,What,Lung,axial,yes,0,B,english,A) Lung B) axial C) yes D) 0
vqarad_033098,vqarad,train,vqarad_033098.jpg,what plane is this image taken?,axial,What,extremities,due to shock or embolism postoperative cardiac surgery,Lower Right Lobe,axial,D,english,A) extremities B) due to shock or embolism postoperative cardiac surgery C) Lower Right Lobe D) axial
vqarad_033116,vqarad,train,vqarad_033116.jpg,what organ is this image of?,brain,What,brain,focus of osteoid case of 8 year survival breast intraductal papillary adenocarcinoma,yes,Yes,A,english,A) brain B) focus of osteoid case of 8 year survival breast intraductal papillary adenocarcinoma C) yes D) Yes
vqarad_033133,vqarad,train,vqarad_033133.jpg,what part of the cns is this image showing?,brain,What,no,oral,brain,pituitary,C,english,A) no B) oral C) brain D) pituitary
vqarad_033139,vqarad,train,vqarad_033139.jpg,the lesion is located where in this image?,right lobe of the liver,Abnormality,right lobe of the liver,with obvious tumor in enlarged,to identify mutations that can be targeted by drugs,lung,A,english,A) right lobe of the liver B) with obvious tumor in enlarged C) to identify mutations that can be targeted by drugs D) lung
vqarad_033141,vqarad,train,vqarad_033141.jpg,in which vessel is calcification present?,aorta,Object/Condition presence,aorta,by a lack of triphenyltetrazolium chloride staining in areas of necrosis,no,brain,A,english,A) aorta B) by a lack of triphenyltetrazolium chloride staining in areas of necrosis C) no D) brain
vqarad_033145,vqarad,train,vqarad_033145.jpg,in what organ do you see swelling?,appendix,Other,no,congested,appendix,yes,C,english,A) no B) congested C) appendix D) yes
vqarad_033155,vqarad,train,vqarad_033155.jpg,how was this film taken?,pa,How,pa,close-up view of gangrene,no,3,A,english,A) pa B) close-up view of gangrene C) no D) 3
